company,ticker,cik,accession_no,form,stage,filed,filing_date,pricing_date,priority,status,offering_value,primary_offering_shares,secondary_offering_shares,offering_size_source,offering_size_confidence,filing_price,offering_price,current_price,price_updated,location,location_source,lockup_end_date,holder_name,shares,cash_value,ipo_value,liquid_shares,liquid_value,locked_shares,locked_value,cash_realized_ipo,liquidity_status,liquidity_confidence,stanford_university_bio,holder_type,role,ownership_percent,ownership_percent_before,ownership_percent_after,shares_before_ipo,shares_sold_ipo,shares_after_ipo,stanford_source,lockup_scope,valuation_as_of,sec_url
"Parabilis Medicines, Inc.",PBLS,0001657677,0001193125-26-265983,424B4,Priced,2026-06-10,2026-06-09,2026-06-10,High,New,670000000.0,33500000.0,,cover share title,High,17-19,20.0,39.11,2026-08-29T06:00:14.645239+00:00,"Cambridge, MA",424B4 principal executive office,2026-12-07,"Thomas Kotarakos, Chief Financial Officer",173215.0,6774438.649999999,3464300.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,173215,,173215,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1657677/000119312526265983/0001193125-26-265983-index.htm
"Parabilis Medicines, Inc.",PBLS,0001657677,0001193125-26-265983,424B4,Priced,2026-06-10,2026-06-09,2026-06-10,High,New,670000000.0,33500000.0,,cover share title,High,17-19,20.0,39.11,2026-08-29T06:00:14.645239+00:00,"Cambridge, MA",424B4 principal executive office,2026-12-07,"Rohin Mhatre, Ph.D., Chief Technical Operations Officer",165159.0,6459368.49,3303180.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Unknown,,,,,165159,,165159,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1657677/000119312526265983/0001193125-26-265983-index.htm
"Parabilis Medicines, Inc.",PBLS,0001657677,0001193125-26-265983,424B4,Priced,2026-06-10,2026-06-09,2026-06-10,High,New,670000000.0,33500000.0,,cover share title,High,17-19,20.0,39.11,2026-08-29T06:00:14.645239+00:00,"Cambridge, MA",424B4 principal executive office,2026-12-07,"Teresa Jurgensen, J.D., General Counsel",111821.0,4373319.31,2236420.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,111821,,111821,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1657677/000119312526265983/0001193125-26-265983-index.htm
"Parabilis Medicines, Inc.",PBLS,0001657677,0001193125-26-265983,424B4,Priced,2026-06-10,2026-06-09,2026-06-10,High,New,670000000.0,33500000.0,,cover share title,High,17-19,20.0,39.11,2026-08-29T06:00:14.645239+00:00,"Cambridge, MA",424B4 principal executive office,2026-12-07,Alexis Borisy,105414.0,4122741.54,2108280.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,105414,,105414,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1657677/000119312526265983/0001193125-26-265983-index.htm
"Parabilis Medicines, Inc.",PBLS,0001657677,0001193125-26-265983,424B4,Priced,2026-06-10,2026-06-09,2026-06-10,High,New,670000000.0,33500000.0,,cover share title,High,17-19,20.0,39.11,2026-08-29T06:00:14.645239+00:00,"Cambridge, MA",424B4 principal executive office,2026-12-07,Edward Fitzgerald,49885.0,1951002.3499999999,997700.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,49885,,49885,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1657677/000119312526265983/0001193125-26-265983-index.htm
"Parabilis Medicines, Inc.",PBLS,0001657677,0001193125-26-265983,424B4,Priced,2026-06-10,2026-06-09,2026-06-10,High,New,670000000.0,33500000.0,,cover share title,High,17-19,20.0,39.11,2026-08-29T06:00:14.645239+00:00,"Cambridge, MA",424B4 principal executive office,2026-12-07,"Rick Klausner, M.D.",39549.0,1546761.39,790980.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,39549,,39549,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1657677/000119312526265983/0001193125-26-265983-index.htm
"Parabilis Medicines, Inc.",PBLS,0001657677,0001193125-26-265983,424B4,Priced,2026-06-10,2026-06-09,2026-06-10,High,New,670000000.0,33500000.0,,cover share title,High,17-19,20.0,39.11,2026-08-29T06:00:14.645239+00:00,"Cambridge, MA",424B4 principal executive office,2026-12-07,"Barbara Weber, M.D.",35197.0,1376554.67,703940.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,35197,,35197,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/1657677/000119312526265983/0001193125-26-265983-index.htm
"ERock, Inc.",EROC,0002110029,0001193125-26-265898,424B4,Priced,2026-06-10,2026-06-05,2026-06-10,High,New,600000005.5,,,cover share title,High,20-23,21.5,12.31,2026-08-29T06:00:14.645239+00:00,"HOUSTON, TX",SEC submissions metadata,2026-12-07,Entities affiliated with our Sponsor,102813846.0,1265638444.26,2210497689.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Entity,,46.8,54.9,46.8,110255706,,102813846,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/2110029/000119312526265898/0001193125-26-265898-index.htm
"ERock, Inc.",EROC,0002110029,0001193125-26-265898,424B4,Priced,2026-06-10,2026-06-05,2026-06-10,High,New,600000005.5,,,cover share title,High,20-23,21.5,12.31,2026-08-29T06:00:14.645239+00:00,"HOUSTON, TX",SEC submissions metadata,2026-12-07,Thomas McAndrew,22587118.0,278047422.58,485623037.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,10.3,11.5,10.3,23052234,,22587118,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/2110029/000119312526265898/0001193125-26-265898-index.htm
"ERock, Inc.",EROC,0002110029,0001193125-26-265898,424B4,Priced,2026-06-10,2026-06-05,2026-06-10,High,New,600000005.5,,,cover share title,High,20-23,21.5,12.31,2026-08-29T06:00:14.645239+00:00,"HOUSTON, TX",SEC submissions metadata,2026-12-07,John Carrington,3293673.0,40545114.63,70813969.5,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,1.5,1.6,1.5,3293673,,3293673,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/2110029/000119312526265898/0001193125-26-265898-index.htm
"ERock, Inc.",EROC,0002110029,0001193125-26-265898,424B4,Priced,2026-06-10,2026-06-05,2026-06-10,High,New,600000005.5,,,cover share title,High,20-23,21.5,12.31,2026-08-29T06:00:14.645239+00:00,"HOUSTON, TX",SEC submissions metadata,2026-12-07,Corey Amthor,7218536.0,88860178.16,155198524.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,3.3,3.9,3.3,7835978,,7218536,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/2110029/000119312526265898/0001193125-26-265898-index.htm
"ERock, Inc.",EROC,0002110029,0001193125-26-265898,424B4,Priced,2026-06-10,2026-06-05,2026-06-10,High,New,600000005.5,,,cover share title,High,20-23,21.5,12.31,2026-08-29T06:00:14.645239+00:00,"HOUSTON, TX",SEC submissions metadata,2026-12-07,Ian Blakely,5707147.0,70254979.57000001,122703660.5,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,2.6,3.0,2.6,6156380,,5707147,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/2110029/000119312526265898/0001193125-26-265898-index.htm
"ERock, Inc.",EROC,0002110029,0001193125-26-265898,424B4,Priced,2026-06-10,2026-06-05,2026-06-10,High,New,600000005.5,,,cover share title,High,20-23,21.5,12.31,2026-08-29T06:00:14.645239+00:00,"HOUSTON, TX",SEC submissions metadata,2026-12-07,Paul Froutan,3125525.0,38475212.75,67198787.5,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,1.4,1.5,1.4,3125525,,3125525,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/2110029/000119312526265898/0001193125-26-265898-index.htm
"ERock, Inc.",EROC,0002110029,0001193125-26-265898,424B4,Priced,2026-06-10,2026-06-05,2026-06-10,High,New,600000005.5,,,cover share title,High,20-23,21.5,12.31,2026-08-29T06:00:14.645239+00:00,"HOUSTON, TX",SEC submissions metadata,2026-12-07,Dan Brouillette,207944.0,2559790.64,4470796.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,207944,,207944,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/2110029/000119312526265898/0001193125-26-265898-index.htm
"ERock, Inc.",EROC,0002110029,0001193125-26-265898,424B4,Priced,2026-06-10,2026-06-05,2026-06-10,High,New,600000005.5,,,cover share title,High,20-23,21.5,12.31,2026-08-29T06:00:14.645239+00:00,"HOUSTON, TX",SEC submissions metadata,2026-12-07,Hans Kobler,102813846.0,1265638444.26,2210497689.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,46.8,54.9,46.8,110255706,,102813846,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/2110029/000119312526265898/0001193125-26-265898-index.htm
"ERock, Inc.",EROC,0002110029,0001193125-26-265898,424B4,Priced,2026-06-10,2026-06-05,2026-06-10,High,New,600000005.5,,,cover share title,High,20-23,21.5,12.31,2026-08-29T06:00:14.645239+00:00,"HOUSTON, TX",SEC submissions metadata,2026-12-07,Mark Patterson,207944.0,2559790.64,4470796.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,207944,,207944,,holder-mapped,2026-08-29,https://www.sec.gov/Archives/edgar/data/2110029/000119312526265898/0001193125-26-265898-index.htm
WhiteHawk Income Corp,WHK,0001921603,0001193125-26-264014,424B4,Priced,2026-06-09,2026-06-05,2026-06-09,Medium,New,200200000.0,,,cover share title,High,25-27,26.0,,,"Philadelphia, PA",S-1 principal executive office,2027-06-09,"Omega Capital Partners, LP",3261216.0,,84791616.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Fund,,12.2,,12.2,3261216,,3261216,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1921603/000119312526264014/0001193125-26-264014-index.htm
WhiteHawk Income Corp,WHK,0001921603,0001193125-26-264014,424B4,Priced,2026-06-09,2026-06-05,2026-06-09,Medium,New,200200000.0,,,cover share title,High,25-27,26.0,,,"Philadelphia, PA",S-1 principal executive office,2027-06-09,Wayne Cooperman,867280.0,,22549280.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,3.2,,3.2,867280,,867280,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1921603/000119312526264014/0001193125-26-264014-index.htm
WhiteHawk Income Corp,WHK,0001921603,0001193125-26-264014,424B4,Priced,2026-06-09,2026-06-05,2026-06-09,Medium,New,200200000.0,,,cover share title,High,25-27,26.0,,,"Philadelphia, PA",S-1 principal executive office,2027-06-09,WhiteHawk Minerals LLC,,,,,,,,,Unknown,Unknown — share count unavailable,False,Entity,,15.4,,15.4,,,,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1921603/000119312526264014/0001193125-26-264014-index.htm
WhiteHawk Income Corp,WHK,0001921603,0001193125-26-264014,424B4,Priced,2026-06-09,2026-06-05,2026-06-09,Medium,New,200200000.0,,,cover share title,High,25-27,26.0,,,"Philadelphia, PA",S-1 principal executive office,2027-06-09,Daniel Herz,,,,,,,,,Unknown,Unknown — share count unavailable,False,Individual,,16.1,,16.1,,,,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1921603/000119312526264014/0001193125-26-264014-index.htm
WhiteHawk Income Corp,WHK,0001921603,0001193125-26-264014,424B4,Priced,2026-06-09,2026-06-05,2026-06-09,Medium,New,200200000.0,,,cover share title,High,25-27,26.0,,,"Philadelphia, PA",S-1 principal executive office,2027-06-09,Jeffrey Slotterback,14369.0,,373594.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,14369,,14369,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1921603/000119312526264014/0001193125-26-264014-index.htm
WhiteHawk Income Corp,WHK,0001921603,0001193125-26-264014,424B4,Priced,2026-06-09,2026-06-05,2026-06-09,Medium,New,200200000.0,,,cover share title,High,25-27,26.0,,,"Philadelphia, PA",S-1 principal executive office,2027-06-09,Stephen Pilatzke,5503.0,,143078.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,5503,,5503,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1921603/000119312526264014/0001193125-26-264014-index.htm
WhiteHawk Income Corp,WHK,0001921603,0001193125-26-264014,424B4,Priced,2026-06-09,2026-06-05,2026-06-09,Medium,New,200200000.0,,,cover share title,High,25-27,26.0,,,"Philadelphia, PA",S-1 principal executive office,2027-06-09,Michael Downs,14369.0,,373594.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,14369,,14369,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1921603/000119312526264014/0001193125-26-264014-index.htm
WhiteHawk Income Corp,WHK,0001921603,0001193125-26-264014,424B4,Priced,2026-06-09,2026-06-05,2026-06-09,Medium,New,200200000.0,,,cover share title,High,25-27,26.0,,,"Philadelphia, PA",S-1 principal executive office,2027-06-09,Matthew Heinlein,5584.0,,145184.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,5584,,5584,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1921603/000119312526264014/0001193125-26-264014-index.htm
WhiteHawk Income Corp,WHK,0001921603,0001193125-26-264014,424B4,Priced,2026-06-09,2026-06-05,2026-06-09,Medium,New,200200000.0,,,cover share title,High,25-27,26.0,,,"Philadelphia, PA",S-1 principal executive office,2027-06-09,Jeffery Smith,33212.0,,863512.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,33212,,33212,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1921603/000119312526264014/0001193125-26-264014-index.htm
Sunshine Silver Mining & Refining Co,SSMR,0002091017,0001140361-26-024037,424B4,Priced,2026-06-05,2026-05-26,2026-06-05,High,New,270000000.0,,,cover title adjacent to IPO statement,High,13.5-16.5,13.5,18.15,2026-08-29T06:00:14.645239+00:00,"KELLOGG, ID",SEC submissions metadata,,Heather White,75000.0,1361250.0,1012500.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,,,75000,,,2026-08-29,https://www.sec.gov/Archives/edgar/data/2091017/000114036126024037/0001140361-26-024037-index.htm
Sunshine Silver Mining & Refining Co,SSMR,0002091017,0001140361-26-024037,424B4,Priced,2026-06-05,2026-05-26,2026-06-05,High,New,270000000.0,,,cover title adjacent to IPO statement,High,13.5-16.5,13.5,18.15,2026-08-29T06:00:14.645239+00:00,"KELLOGG, ID",SEC submissions metadata,,André van Niekerk,555833.0,10088368.95,7503745.5,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,,,555833,,,2026-08-29,https://www.sec.gov/Archives/edgar/data/2091017/000114036126024037/0001140361-26-024037-index.htm
Sunshine Silver Mining & Refining Co,SSMR,0002091017,0001140361-26-024037,424B4,Priced,2026-06-05,2026-05-26,2026-06-05,High,New,270000000.0,,,cover title adjacent to IPO statement,High,13.5-16.5,13.5,18.15,2026-08-29T06:00:14.645239+00:00,"KELLOGG, ID",SEC submissions metadata,,Thomas S. Kaplan,96050348.0,1743313816.1999998,1296679698.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,64.2,74.1,64.2,,,96050348,,,2026-08-29,https://www.sec.gov/Archives/edgar/data/2091017/000114036126024037/0001140361-26-024037-index.htm
Sunshine Silver Mining & Refining Co,SSMR,0002091017,0001140361-26-024037,424B4,Priced,2026-06-05,2026-05-26,2026-06-05,High,New,270000000.0,,,cover title adjacent to IPO statement,High,13.5-16.5,13.5,18.15,2026-08-29T06:00:14.645239+00:00,"KELLOGG, ID",SEC submissions metadata,,Ali Reza Erfan,408660.0,7417178.999999999,5516910.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,,,408660,,,2026-08-29,https://www.sec.gov/Archives/edgar/data/2091017/000114036126024037/0001140361-26-024037-index.htm
Sunshine Silver Mining & Refining Co,SSMR,0002091017,0001140361-26-024037,424B4,Priced,2026-06-05,2026-05-26,2026-06-05,High,New,270000000.0,,,cover title adjacent to IPO statement,High,13.5-16.5,13.5,18.15,2026-08-29T06:00:14.645239+00:00,"KELLOGG, ID",SEC submissions metadata,,Douglas Groh,187500.0,3403124.9999999995,2531250.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,,,187500,,,2026-08-29,https://www.sec.gov/Archives/edgar/data/2091017/000114036126024037/0001140361-26-024037-index.htm
Sunshine Silver Mining & Refining Co,SSMR,0002091017,0001140361-26-024037,424B4,Priced,2026-06-05,2026-05-26,2026-06-05,High,New,270000000.0,,,cover title adjacent to IPO statement,High,13.5-16.5,13.5,18.15,2026-08-29T06:00:14.645239+00:00,"KELLOGG, ID",SEC submissions metadata,,Daniel Muñiz Quintanilla,1000000.0,18150000.0,13500000.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,,,1000000,,,2026-08-29,https://www.sec.gov/Archives/edgar/data/2091017/000114036126024037/0001140361-26-024037-index.htm
Sunshine Silver Mining & Refining Co,SSMR,0002091017,0001140361-26-024037,424B4,Priced,2026-06-05,2026-05-26,2026-06-05,High,New,270000000.0,,,cover title adjacent to IPO statement,High,13.5-16.5,13.5,18.15,2026-08-29T06:00:14.645239+00:00,"KELLOGG, ID",SEC submissions metadata,,Electrum,94330848.0,1712104891.1999998,1273466448.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Unknown,,63.1,72.8,63.1,,,94330848,,,2026-08-29,https://www.sec.gov/Archives/edgar/data/2091017/000114036126024037/0001140361-26-024037-index.htm
Sunshine Silver Mining & Refining Co,SSMR,0002091017,0001140361-26-024037,424B4,Priced,2026-06-05,2026-05-26,2026-06-05,High,New,270000000.0,,,cover title adjacent to IPO statement,High,13.5-16.5,13.5,18.15,2026-08-29T06:00:14.645239+00:00,"KELLOGG, ID",SEC submissions metadata,,Ospraie,24758995.0,449375759.24999994,334246432.5,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Unknown,,17.6,20.5,17.6,,,24758995,,,2026-08-29,https://www.sec.gov/Archives/edgar/data/2091017/000114036126024037/0001140361-26-024037-index.htm
Quantinuum Inc.,QNT,0002110105,0001628280-26-041003,424B4,Priced,2026-06-05,2026-06-01,2026-06-05,High,New,252000000.0,,,cover title adjacent to IPO statement,High,53-55,60.0,49.92,2026-08-29T06:00:14.645239+00:00,"BROOMFIELD, CO",SEC submissions metadata,,The Honeywell Entities,124628729.0,6221466151.68,7477723740.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Entity,,47.8,53.8,47.8,124628729,,124628729,,,2026-08-29,https://www.sec.gov/Archives/edgar/data/2110105/000162828026041003/0001628280-26-041003-index.htm
Quantinuum Inc.,QNT,0002110105,0001628280-26-041003,424B4,Priced,2026-06-05,2026-06-01,2026-06-05,High,New,252000000.0,,,cover title adjacent to IPO statement,High,53-55,60.0,49.92,2026-08-29T06:00:14.645239+00:00,"BROOMFIELD, CO",SEC submissions metadata,,Entities affiliated with Cambridge Quantum,82884823.0,4137610364.1600003,4973089380.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Entity,,31.8,35.8,31.8,82884823,,82884823,,,2026-08-29,https://www.sec.gov/Archives/edgar/data/2110105/000162828026041003/0001628280-26-041003-index.htm
Quantinuum Inc.,QNT,0002110105,0001628280-26-041003,424B4,Priced,2026-06-05,2026-06-01,2026-06-05,High,New,252000000.0,,,cover title adjacent to IPO statement,High,53-55,60.0,49.92,2026-08-29T06:00:14.645239+00:00,"BROOMFIELD, CO",SEC submissions metadata,,Dr. Rajeeb Hazra,1042561.0,52044645.120000005,62553660.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,0.4,0.5,0.4,1042561,,1042561,,,2026-08-29,https://www.sec.gov/Archives/edgar/data/2110105/000162828026041003/0001628280-26-041003-index.htm
"Liftoff Mobile, Inc.",LFTO,0001850351,0001193125-26-257410,424B4,Priced,2026-06-04,2026-06-02,2026-06-04,High,New,65550000.0,,,cover title adjacent to IPO statement,High,20-22,23.0,,,"PALO ALTO, CA",SEC submissions metadata,2026-12-01,Blackstone,83831109.0,,1928115507.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Unknown,,50.4,56.8,50.4,83831109,,83831109,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1850351/000119312526257410/0001193125-26-257410-index.htm
"Liftoff Mobile, Inc.",LFTO,0001850351,0001193125-26-257410,424B4,Priced,2026-06-04,2026-06-02,2026-06-04,High,New,65550000.0,,,cover title adjacent to IPO statement,High,20-22,23.0,,,"PALO ALTO, CA",SEC submissions metadata,2026-12-01,General Atlantic,24011299.0,,552259877.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,14.4,16.3,14.4,24011299,,24011299,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1850351/000119312526257410/0001193125-26-257410-index.htm
"Liftoff Mobile, Inc.",LFTO,0001850351,0001193125-26-257410,424B4,Priced,2026-06-04,2026-06-02,2026-06-04,High,New,65550000.0,,,cover title adjacent to IPO statement,High,20-22,23.0,,,"PALO ALTO, CA",SEC submissions metadata,2026-12-01,Mark Ellis,9939671.0,,228612433.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,6.0,6.7,6.0,9939671,,9939671,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1850351/000119312526257410/0001193125-26-257410-index.htm
"Liftoff Mobile, Inc.",LFTO,0001850351,0001193125-26-257410,424B4,Priced,2026-06-04,2026-06-02,2026-06-04,High,New,65550000.0,,,cover title adjacent to IPO statement,High,20-22,23.0,,,"PALO ALTO, CA",SEC submissions metadata,2026-12-01,Harry Robertson,9663735.0,,222265905.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,5.8,6.5,5.8,9663735,,9663735,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1850351/000119312526257410/0001193125-26-257410-index.htm
"Liftoff Mobile, Inc.",LFTO,0001850351,0001193125-26-257410,424B4,Priced,2026-06-04,2026-06-02,2026-06-04,High,New,65550000.0,,,cover title adjacent to IPO statement,High,20-22,23.0,,,"PALO ALTO, CA",SEC submissions metadata,2026-12-01,Jeremy Bondy,1315000.0,,30245000.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,1315000,,1315000,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1850351/000119312526257410/0001193125-26-257410-index.htm
"Liftoff Mobile, Inc.",LFTO,0001850351,0001193125-26-257410,424B4,Priced,2026-06-04,2026-06-02,2026-06-04,High,New,65550000.0,,,cover title adjacent to IPO statement,High,20-22,23.0,,,"PALO ALTO, CA",SEC submissions metadata,2026-12-01,Tarek Kutrieh,437359.0,,10059257.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,437359,,437359,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1850351/000119312526257410/0001193125-26-257410-index.htm
"Liftoff Mobile, Inc.",LFTO,0001850351,0001193125-26-257410,424B4,Priced,2026-06-04,2026-06-02,2026-06-04,High,New,65550000.0,,,cover title adjacent to IPO statement,High,20-22,23.0,,,"PALO ALTO, CA",SEC submissions metadata,2026-12-01,Andre Tutundjian,469440.0,,10797120.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,469440,,469440,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1850351/000119312526257410/0001193125-26-257410-index.htm
"Liftoff Mobile, Inc.",LFTO,0001850351,0001193125-26-257410,424B4,Priced,2026-06-04,2026-06-02,2026-06-04,High,New,65550000.0,,,cover title adjacent to IPO statement,High,20-22,23.0,,,"PALO ALTO, CA",SEC submissions metadata,2026-12-01,Simon R. Goldman,68660.0,,1579180.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,68660,,68660,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1850351/000119312526257410/0001193125-26-257410-index.htm
"Applied Aerospace & Defense, Inc.",AADX,0002118195,0001193125-26-256356,424B4,Priced,2026-06-04,2026-05-26,2026-06-04,High,New,97500000.0,,,cover title adjacent to IPO statement,High,18-21,20.0,13.3,2026-08-29T06:00:14.645239+00:00,"Huntsville, AL",424B4 principal executive office,,"AA&D Holdings, LP (1) .",138243518.0,1838638789.4,2764870360.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Fund,,81.0,100.0,81.0,138243518,,138243518,,,2026-08-29,https://www.sec.gov/Archives/edgar/data/2118195/000119312526256356/0001193125-26-256356-index.htm
